x (µm)	y (µm)	n (1/µm^2)
-0.938	-3.752	3.73536912
0	-3.752	4.984318941
0.938	-3.752	4.511074617
1.876	-3.752	5.264262078
2.814	-3.752	4.66031866
3.752	-3.752	4.594477399
4.69	-3.752	4.594477399
5.628	-3.752	3.943085606
6.566	-3.752	4.105684579
7.504	-3.752	4.846248016
8.442	-3.752	4.121873456
9.38	-3.752	3.765230762
10.318	-3.752	2.634453455
11.256	-3.752	2.809657862
12.194	-3.752	2.014991226
13.132	-3.752	0.663286385
14.07	-3.752	0.364852565
15.008	-3.752	0
15.946	-3.752	0
16.884	-3.752	0.110261382
17.822	-3.752	0
18.76	-3.752	0
19.698	-3.752	0
20.636	-3.752	0.07432988
21.574	-3.752	0
22.512	-3.752	0.381924533
23.45	-3.752	0
-23.45	-4.69	0
-22.512	-4.69	0.033411128
-21.574	-4.69	0
-20.636	-4.69	0
-19.698	-4.69	0
-18.76	-4.69	0.349313505
-17.822	-4.69	0.114717935
-16.884	-4.69	0
-15.946	-4.69	0.045080482
-15.008	-4.69	0.065824387
-14.07	-4.69	0.278810619
-13.132	-4.69	0.846092363
-12.194	-4.69	2.115844339
-11.256	-4.69	3.569508741
-10.318	-4.69	3.711148339
-9.38	-4.69	4.049302445
-8.442	-4.69	3.388849869
-7.504	-4.69	3.522606954
-6.566	-4.69	3.481453742
-5.628	-4.69	4.240452293
-4.69	-4.69	3.681779682
-3.752	-4.69	4.155814244
-2.814	-4.69	5.251880728
-1.876	-4.69	3.82272483
-0.938	-4.69	4.127517161
0	-4.69	4.575521544
0.938	-4.69	4.021696417
1.876	-4.69	4.374553313
2.814	-4.69	4.345560253
3.752	-4.69	4.471156416
4.69	-4.69	4.257416809
5.628	-4.69	4.464891301
6.566	-4.69	4.301256192
7.504	-4.69	3.912294607
8.442	-4.69	4.126035402
9.38	-4.69	3.331984638
10.318	-4.69	3.424520012
11.256	-4.69	2.12976939
12.194	-4.69	2.124107987
13.132	-4.69	0.641860322
14.07	-4.69	0.339094025
15.008	-4.69	0.150830556
15.946	-4.69	0.077469503
16.884	-4.69	0
17.822	-4.69	0
18.76	-4.69	0
19.698	-4.69	0
20.636	-4.69	0.246550678
21.574	-4.69	0
22.512	-4.69	0
23.45	-4.69	0
-23.45	-5.628	0
-22.512	-5.628	0.047144667
-21.574	-5.628	0
-20.636	-5.628	0
-19.698	-5.628	0
-18.76	-5.628	0.175488989
-17.822	-5.628	0.381435504
-16.884	-5.628	0.131208618
-15.946	-5.628	0.256755618
-15.008	-5.628	0.244048358
-14.07	-5.628	0.153462217
-13.132	-5.628	0.568476755
-12.194	-5.628	1.264859033
-11.256	-5.628	2.323349027
-10.318	-5.628	2.805475672
-9.38	-5.628	3.607145778
-8.442	-5.628	4.018973366
-7.504	-5.628	4.017131077
-6.566	-5.628	4.300166538
-5.628	-5.628	3.328894606
-4.69	-5.628	4.39694615
-3.752	-5.628	3.958246284
-2.814	-5.628	4.738345323
-1.876	-5.628	4.443977422
-0.938	-5.628	3.643694816
0	-5.628	3.457359475
0.938	-5.628	3.817742769
1.876	-5.628	4.028072344
2.814	-5.628	4.673586672
3.752	-5.628	4.770394633
4.69	-5.628	4.276454022
5.628	-5.628	3.730748522
6.566	-5.628	3.71524289
7.504	-5.628	4.369262796
8.442	-5.628	4.107401202
9.38	-5.628	3.318585359
10.318	-5.628	3.357560409
11.256	-5.628	3.238549828
12.194	-5.628	2.033922233
13.132	-5.628	0.710752415
14.07	-5.628	0.251943552
15.008	-5.628	0
15.946	-5.628	0
16.884	-5.628	0.153534425
17.822	-5.628	0.005926224
18.76	-5.628	0
19.698	-5.628	0
20.636	-5.628	0
21.574	-5.628	0.083810015
22.512	-5.628	0.299068631
23.45	-5.628	0
-23.45	-6.566	0
-22.512	-6.566	0.085773102
-21.574	-6.566	0.598829481
-20.636	-6.566	0
-19.698	-6.566	0
-18.76	-6.566	0.224391033
-17.822	-6.566	0
-16.884	-6.566	0.239095266
-15.946	-6.566	0.127812738
-15.008	-6.566	0
-14.07	-6.566	0.133074359
-13.132	-6.566	0.658452186
-12.194	-6.566	0.674473038
-11.256	-6.566	2.336510068
-10.318	-6.566	2.749623957
-9.38	-6.566	3.21361987
-8.442	-6.566	2.870193623
-7.504	-6.566	3.574585953
-6.566	-6.566	4.426009704
-5.628	-6.566	4.679937856
-4.69	-6.566	4.983085033
-3.752	-6.566	4.180201645
-2.814	-6.566	4.378346241
-1.876	-6.566	4.204875179
-0.938	-6.566	3.722298752
0	-6.566	4.162357003
0.938	-6.566	4.32505274
1.876	-6.566	4.079464352
2.814	-6.566	4.074131862
3.752	-6.566	4.300727895
4.69	-6.566	4.330571374
5.628	-6.566	4.265351991
6.566	-6.566	3.941996504
7.504	-6.566	3.533850481
8.442	-6.566	3.081240821
9.38	-6.566	3.567399842
10.318	-6.566	2.710559527
11.256	-6.566	1.953747307
12.194	-6.566	1.18620557
13.132	-6.566	0.517235208
14.07	-6.566	0.285496394
15.008	-6.566	0
15.946	-6.566	0
16.884	-6.566	0
17.822	-6.566	0
18.76	-6.566	0
19.698	-6.566	0
20.636	-6.566	0.079740534
21.574	-6.566	0
22.512	-6.566	0
23.45	-6.566	0
-23.45	-7.504	0
-22.512	-7.504	0.132731405
-21.574	-7.504	0.108732613
-20.636	-7.504	0.024052983
-19.698	-7.504	0
-18.76	-7.504	0
-17.822	-7.504	0
-16.884	-7.504	0.430722608
-15.946	-7.504	0
-15.008	-7.504	0.292523052
-14.07	-7.504	0.370766731
-13.132	-7.504	0.405710614
-12.194	-7.504	1.416408999
-11.256	-7.504	1.915626388
-10.318	-7.504	3.180525214
-9.38	-7.504	2.957535541
-8.442	-7.504	2.870193623
-7.504	-7.504	4.353012762
-6.566	-7.504	3.886317945
-5.628	-7.504	4.094154113
-4.69	-7.504	4.53592084
-3.752	-7.504	3.974410376
-2.814	-7.504	4.331644518
-1.876	-7.504	4.5008859
-0.938	-7.504	4.550454844
0	-7.504	4.103427776
0.938	-7.504	4.431634777
1.876	-7.504	3.799247518
2.814	-7.504	3.87522941
3.752	-7.504	4.798554719
4.69	-7.504	3.565546137
5.628	-7.504	4.508428891
6.566	-7.504	3.673351939
7.504	-7.504	3.126266197
8.442	-7.504	3.582700997
9.38	-7.504	3.420743806
10.318	-7.504	3.267860893
11.256	-7.504	2.427435259
12.194	-7.504	1.457017288
13.132	-7.504	0.665371678
14.07	-7.504	0.294197169
15.008	-7.504	0.046063178
15.946	-7.504	0.036319603
16.884	-7.504	0.173900046
17.822	-7.504	0.048896804
18.76	-7.504	0.030372533
19.698	-7.504	0
20.636	-7.504	0
21.574	-7.504	0.102224023
22.512	-7.504	0
23.45	-7.504	0
-23.45	-8.442	0.137756576
-22.512	-8.442	0.358781906
-21.574	-8.442	0
-20.636	-8.442	0.151862642
-19.698	-8.442	0.094192777
-18.76	-8.442	0.014339026
-17.822	-8.442	0
-16.884	-8.442	0
-15.946	-8.442	0.086419779
-15.008	-8.442	0.316438655
-14.07	-8.442	0.441126393
-13.132	-8.442	1.169295722
-12.194	-8.442	1.353263286
-11.256	-8.442	2.436591511
-10.318	-8.442	3.015151307
-9.38	-8.442	2.895245936
-8.442	-8.442	3.681894823
-7.504	-8.442	4.13084104
-6.566	-8.442	4.572963373
-5.628	-8.442	4.286614474
-4.69	-8.442	4.388867563
-3.752	-8.442	4.044990812
-2.814	-8.442	4.618978965
-1.876	-8.442	3.96091654
-0.938	-8.442	3.320307796
0	-8.442	3.964449733
0.938	-8.442	4.317705186
1.876	-8.442	4.41758943
2.814	-8.442	3.793387919
3.752	-8.442	3.598796421
4.69	-8.442	3.595958908
5.628	-8.442	4.757955946
6.566	-8.442	4.220231251
7.504	-8.442	4.355731527
8.442	-8.442	3.372025024
9.38	-8.442	3.335590405
10.318	-8.442	2.757276656
11.256	-8.442	2.226711802
12.194	-8.442	1.525881186
13.132	-8.442	0.400045648
14.07	-8.442	0
15.008	-8.442	0
15.946	-8.442	0.182365089
16.884	-8.442	0.177489416
17.822	-8.442	0
18.76	-8.442	0.089336319
19.698	-8.442	0
20.636	-8.442	0
21.574	-8.442	0
22.512	-8.442	0.109291333
23.45	-8.442	0
-23.45	-9.38	0.110852925
-22.512	-9.38	0
-21.574	-9.38	0
-20.636	-9.38	0.465517692
-19.698	-9.38	0.015459733
-18.76	-9.38	0.25038607
-17.822	-9.38	0.120366797
-16.884	-9.38	0.389123784
-15.946	-9.38	0.06342173
-15.008	-9.38	0.018397203
-14.07	-9.38	0.380010618
-13.132	-9.38	0.868543873
-12.194	-9.38	1.389532487
-11.256	-9.38	2.182966785
-10.318	-9.38	3.075791492
-9.38	-9.38	3.252908088
-8.442	-9.38	3.631334219
-7.504	-9.38	3.672921595
-6.566	-9.38	4.840771314
-5.628	-9.38	3.223986794
-4.69	-9.38	4.316262896
-3.752	-9.38	4.850385432
-2.814	-9.38	5.200549791
-1.876	-9.38	4.225819869
-0.938	-9.38	4.384363972
0	-9.38	3.618115395
0.938	-9.38	4.384375007
1.876	-9.38	3.717727257
2.814	-9.38	4.207559525
3.752	-9.38	4.100561149
4.69	-9.38	4.198927474
5.628	-9.38	4.054126884
6.566	-9.38	4.499335345
7.504	-9.38	3.498001876
8.442	-9.38	3.38207441
9.38	-9.38	3.328051191
10.318	-9.38	3.066441395
11.256	-9.38	3.046928723
12.194	-9.38	1.250778444
13.132	-9.38	0.517095578
14.07	-9.38	0
15.008	-9.38	0
15.946	-9.38	0
16.884	-9.38	0.002139628
17.822	-9.38	0
18.76	-9.38	0
19.698	-9.38	0.056000477
20.636	-9.38	0.056000477
21.574	-9.38	0
22.512	-9.38	0.182962032
23.45	-9.38	0.06195308
-23.45	-10.318	0.153713038
-22.512	-10.318	0
-21.574	-10.318	0.204668337
-20.636	-10.318	0.135685774
-19.698	-10.318	0.195462075
-18.76	-10.318	0.293611801
-17.822	-10.318	0.356679352
-16.884	-10.318	0.344692685
-15.946	-10.318	0.055953948
-15.008	-10.318	0.018397203
-14.07	-10.318	0.257721686
-13.132	-10.318	1.102567519
-12.194	-10.318	1.921446347
-11.256	-10.318	1.814864479
-10.318	-10.318	3.012359863
-9.38	-10.318	3.319132456
-8.442	-10.318	3.46518949
-7.504	-10.318	4.253126481
-6.566	-10.318	4.334807717
-5.628	-10.318	4.754717415
-4.69	-10.318	5.046592885
-3.752	-10.318	4.464928309
-2.814	-10.318	5.126403779
-1.876	-10.318	4.495461017
-0.938	-10.318	3.891933682
0	-10.318	3.815469966
0.938	-10.318	3.722745181
1.876	-10.318	4.32623173
2.814	-10.318	4.336004151
3.752	-10.318	3.996496625
4.69	-10.318	3.572617489
5.628	-10.318	4.147216442
6.566	-10.318	4.485094602
7.504	-10.318	4.485094602
8.442	-10.318	4.444847957
9.38	-10.318	3.385893311
10.318	-10.318	3.437426221
11.256	-10.318	2.952978519
12.194	-10.318	2.782766528
13.132	-10.318	0.945338276
14.07	-10.318	0.496947282
15.008	-10.318	0
15.946	-10.318	0
16.884	-10.318	0
17.822	-10.318	0.056857157
18.76	-10.318	0
19.698	-10.318	0.214754773
20.636	-10.318	0
21.574	-10.318	0.324769708
22.512	-10.318	0
23.45	-10.318	0
-23.45	-11.256	0.074478931
-22.512	-11.256	0
-21.574	-11.256	0
-20.636	-11.256	0
-19.698	-11.256	0
-18.76	-11.256	0.200902414
-17.822	-11.256	0.078150155
-16.884	-11.256	0.471971472
-15.946	-11.256	0.123635491
-15.008	-11.256	0.202205988
-14.07	-11.256	0
-13.132	-11.256	1.031980829
-12.194	-11.256	1.738812412
-11.256	-11.256	2.685391862
-10.318	-11.256	3.075956712
-9.38	-11.256	2.579935785
-8.442	-11.256	3.461107671
-7.504	-11.256	3.421826245
-6.566	-11.256	4.812046306
-5.628	-11.256	4.812046306
-4.69	-11.256	3.745169041
-3.752	-11.256	4.1682503
-2.814	-11.256	4.195500678
-1.876	-11.256	4.562785776
-0.938	-11.256	4.293654336
0	-11.256	3.794029446
0.938	-11.256	3.677574277
1.876	-11.256	4.366561134
2.814	-11.256	4.466597357
3.752	-11.256	3.894904415
4.69	-11.256	3.966695035
5.628	-11.256	4.046253834
6.566	-11.256	3.185641047
7.504	-11.256	3.827143964
8.442	-11.256	4.150406422
9.38	-11.256	3.693961266
10.318	-11.256	4.154180337
11.256	-11.256	2.850589472
12.194	-11.256	1.870306572
13.132	-11.256	0.816461129
14.07	-11.256	0
15.008	-11.256	0
15.946	-11.256	0.122086691
16.884	-11.256	0
17.822	-11.256	0.344861659
18.76	-11.256	0
19.698	-11.256	0
20.636	-11.256	0.275173622
21.574	-11.256	0
22.512	-11.256	0.259923597
23.45	-11.256	0
-23.45	-12.194	0
-22.512	-12.194	0
-21.574	-12.194	0
-20.636	-12.194	0.047125189
-19.698	-12.194	0.047125189
-18.76	-12.194	0
-17.822	-12.194	0.013976255
-16.884	-12.194	0
-15.946	-12.194	0.32922109
-15.008	-12.194	0
-14.07	-12.194	0.192106269
-13.132	-12.194	0.332408136
-12.194	-12.194	1.120057392
-11.256	-12.194	2.308428009
-10.318	-12.194	2.778686874
-9.38	-12.194	3.315833914
-8.442	-12.194	3.011506474
-7.504	-12.194	3.413644527
-6.566	-12.194	3.55470749
-5.628	-12.194	4.174514651
-4.69	-12.194	4.153582353
-3.752	-12.194	4.446185758
-2.814	-12.194	4.579353942
-1.876	-12.194	4.549090645
-0.938	-12.194	4.048437385
0	-12.194	4.475758043
0.938	-12.194	4.535903948
1.876	-12.194	4.722189337
2.814	-12.194	5.242589962
3.752	-12.194	4.616810777
4.69	-12.194	4.167588189
5.628	-12.194	4.398822009
6.566	-12.194	3.754019744
7.504	-12.194	4.546411901
8.442	-12.194	3.729548439
9.38	-12.194	2.877639978
10.318	-12.194	3.691976548
11.256	-12.194	3.006155055
12.194	-12.194	2.54943565
13.132	-12.194	0.779058919
14.07	-12.194	0.114505894
15.008	-12.194	0
15.946	-12.194	0
16.884	-12.194	0.381908312
17.822	-12.194	0
18.76	-12.194	0
19.698	-12.194	0
20.636	-12.194	0.564882039
21.574	-12.194	0
22.512	-12.194	0
23.45	-12.194	0
-23.45	-13.132	0
-22.512	-13.132	0.132807613
-21.574	-13.132	0
-20.636	-13.132	0
-19.698	-13.132	0
-18.76	-13.132	0.414387582
-17.822	-13.132	0.197976262
-16.884	-13.132	0.142615429
-15.946	-13.132	0.497746224
-15.008	-13.132	0.641287756
-14.07	-13.132	0.250429234
-13.132	-13.132	0.818808088
-12.194	-13.132	1.319789822
-11.256	-13.132	2.530985131
-10.318	-13.132	3.605064677
-9.38	-13.132	3.277749175
-8.442	-13.132	3.181349234
-7.504	-13.132	3.964552651
-6.566	-13.132	3.533149665
-5.628	-13.132	4.3045712
-4.69	-13.132	4.237691385
-3.752	-13.132	4.565692678
-2.814	-13.132	4.736724784
-1.876	-13.132	4.510765906
-0.938	-13.132	4.022808989
0	-13.132	3.535799253
0.938	-13.132	4.027850976
1.876	-13.132	4.294704053
2.814	-13.132	3.801045754
3.752	-13.132	4.079030698
4.69	-13.132	3.644225489
5.628	-13.132	3.572717436
6.566	-13.132	4.104125111
7.504	-13.132	3.981401984
8.442	-13.132	3.862594097
9.38	-13.132	3.71867758
10.318	-13.132	3.316879006
11.256	-13.132	2.815465726
12.194	-13.132	2.54943565
13.132	-13.132	0.790577337
14.07	-13.132	0.015840829
15.008	-13.132	0
15.946	-13.132	0
16.884	-13.132	0.140749348
17.822	-13.132	0
18.76	-13.132	0
19.698	-13.132	0.160886503
20.636	-13.132	0.226029743
21.574	-13.132	0.250222921
22.512	-13.132	0.130058814
23.45	-13.132	0.082833357
-23.45	-14.07	0
-22.512	-14.07	0
-21.574	-14.07	0
-20.636	-14.07	0.211149272
-19.698	-14.07	0.082456548
-18.76	-14.07	0.349628437
-17.822	-14.07	0.031667223
-16.884	-14.07	0.15132447
-15.946	-14.07	0
-15.008	-14.07	0.176418103
-14.07	-14.07	0.265284093
-13.132	-14.07	0.736910053
-12.194	-14.07	1.547926882
-11.256	-14.07	2.095821599
-10.318	-14.07	3.524871141
-9.38	-14.07	3.895174208
-8.442	-14.07	4.03727963
-7.504	-14.07	3.840949228
-6.566	-14.07	4.529298292
-5.628	-14.07	4.495972888
-4.69	-14.07	4.312553278
-3.752	-14.07	3.936312905
-2.814	-14.07	4.425384813
-1.876	-14.07	3.873703046
-0.938	-14.07	3.974369294
0	-14.07	3.510255694
0.938	-14.07	3.464625417
1.876	-14.07	4.00015837
2.814	-14.07	3.857797924
3.752	-14.07	4.59196205
4.69	-14.07	4.550464266
5.628	-14.07	3.234975382
6.566	-14.07	4.49842462
7.504	-14.07	4.18564308
8.442	-14.07	3.720310638
9.38	-14.07	3.054333911
10.318	-14.07	3.301358604
11.256	-14.07	2.410841544
12.194	-14.07	2.18321175
13.132	-14.07	0.858169813
14.07	-14.07	0.254712374
15.008	-14.07	0
15.946	-14.07	0
16.884	-14.07	0.324253071
17.822	-14.07	0
18.76	-14.07	0
19.698	-14.07	0
20.636	-14.07	0.67479492
21.574	-14.07	0.007817293
22.512	-14.07	0.348371412
23.45	-14.07	0.043138774
-23.45	-15.008	0
-22.512	-15.008	0
-21.574	-15.008	0
-20.636	-15.008	0
-19.698	-15.008	0
-18.76	-15.008	0
-17.822	-15.008	0.690427144
-16.884	-15.008	0.395079836
-15.946	-15.008	0.023451175
-15.008	-15.008	0.699248799
-14.07	-15.008	0.539823555
-13.132	-15.008	1.308864459
-12.194	-15.008	1.730334823
-11.256	-15.008	2.670047884
-10.318	-15.008	3.520589811
-9.38	-15.008	3.523707854
-8.442	-15.008	4.019651306
-7.504	-15.008	3.864123559
-6.566	-15.008	4.203365537
-5.628	-15.008	4.244128935
-4.69	-15.008	4.135046063
-3.752	-15.008	4.023599735
-2.814	-15.008	3.940017897
-1.876	-15.008	3.713367582
-0.938	-15.008	3.761699351
0	-15.008	3.539972997
0.938	-15.008	3.774477433
1.876	-15.008	3.575215555
2.814	-15.008	3.554345602
3.752	-15.008	3.877757873
4.69	-15.008	3.54148005
5.628	-15.008	3.323723685
6.566	-15.008	3.720273673
7.504	-15.008	4.10616496
8.442	-15.008	4.66797972
9.38	-15.008	4.046969122
10.318	-15.008	2.992515436
11.256	-15.008	2.492602334
12.194	-15.008	1.579166708
13.132	-15.008	0.578746331
14.07	-15.008	0.220149592
15.008	-15.008	0
15.946	-15.008	0
16.884	-15.008	0
17.822	-15.008	0.332133537
18.76	-15.008	0
19.698	-15.008	0.146729691
20.636	-15.008	0.141930184
21.574	-15.008	0.510323841
22.512	-15.008	0.115767164
23.45	-15.008	0.110361544
-23.45	-15.946	0
-22.512	-15.946	0
-21.574	-15.946	0.237414254
-20.636	-15.946	0
-19.698	-15.946	0.214125636
-18.76	-15.946	0
-17.822	-15.946	0.088180268
-16.884	-15.946	0
-15.946	-15.946	0
-15.008	-15.946	0
-14.07	-15.946	0.518723776
-13.132	-15.946	0.618433657
-12.194	-15.946	2.010491265
-11.256	-15.946	2.469274115
-10.318	-15.946	3.032469583
-9.38	-15.946	3.663110087
-8.442	-15.946	4.591258179
-7.504	-15.946	4.227552747
-6.566	-15.946	3.934431444
-5.628	-15.946	4.536140001
-4.69	-15.946	3.719278618
-3.752	-15.946	3.244685798
-2.814	-15.946	3.004232639
-1.876	-15.946	3.377772284
-0.938	-15.946	3.355634683
0	-15.946	3.114497981
0.938	-15.946	2.611043325
1.876	-15.946	2.915260973
2.814	-15.946	3.506649163
3.752	-15.946	3.53257218
4.69	-15.946	3.696301422
5.628	-15.946	3.323723685
6.566	-15.946	2.642103862
7.504	-15.946	2.749453771
8.442	-15.946	3.704793632
9.38	-15.946	3.693417564
10.318	-15.946	2.809898371
11.256	-15.946	2.041340938
12.194	-15.946	1.524397687
13.132	-15.946	0.846788224
14.07	-15.946	0.225562942
15.008	-15.946	0.182666983
15.946	-15.946	0.181171425
16.884	-15.946	0.35129906
17.822	-15.946	0
18.76	-15.946	0.154251526
19.698	-15.946	0
20.636	-15.946	0.163637337
21.574	-15.946	0
22.512	-15.946	0
23.45	-15.946	0
-23.45	-16.884	0
-22.512	-16.884	0
-21.574	-16.884	0
-20.636	-16.884	0.315109456
-19.698	-16.884	0.339419289
-18.76	-16.884	0
-17.822	-16.884	0
-16.884	-16.884	0.545662972
-15.946	-16.884	0.109997672
-15.008	-16.884	0.305801879
-14.07	-16.884	0.32261023
-13.132	-16.884	0.643074108
-12.194	-16.884	1.293112254
-11.256	-16.884	1.897923029
-10.318	-16.884	3.424822569
-9.38	-16.884	4.076189323
-8.442	-16.884	3.713653927
-7.504	-16.884	2.880828239
-6.566	-16.884	3.234619903
-5.628	-16.884	3.305781558
-4.69	-16.884	3.680463483
-3.752	-16.884	2.807825462
-2.814	-16.884	3.159022562
-1.876	-16.884	3.25272551
-0.938	-16.884	3.200017726
0	-16.884	3.082954686
0.938	-16.884	2.696785882
1.876	-16.884	2.484959906
2.814	-16.884	2.596046255
3.752	-16.884	3.323402964
4.69	-16.884	2.731855028
5.628	-16.884	3.259358285
6.566	-16.884	2.007245837
7.504	-16.884	2.5924146
8.442	-16.884	2.365879107
9.38	-16.884	3.252384969
10.318	-16.884	3.252384969
11.256	-16.884	2.512794262
12.194	-16.884	1.733649502
13.132	-16.884	0.660924962
14.07	-16.884	0.047295252
15.008	-16.884	0
15.946	-16.884	0
16.884	-16.884	0
17.822	-16.884	0
18.76	-16.884	0
19.698	-16.884	0.25547091
20.636	-16.884	0.628661723
21.574	-16.884	0.272181976
22.512	-16.884	0.04128522
23.45	-16.884	0.371324713
-23.45	-17.822	0
-22.512	-17.822	0
-21.574	-17.822	0.044578777
-20.636	-17.822	0.030767999
-19.698	-17.822	0
-18.76	-17.822	0.069480176
-17.822	-17.822	0.080373707
-16.884	-17.822	0.01059896
-15.946	-17.822	0.240371341
-15.008	-17.822	0.459502868
-14.07	-17.822	0.110851461
-13.132	-17.822	0.239015497
-12.194	-17.822	0.854102775
-11.256	-17.822	1.431833315
-10.318	-17.822	2.985731149
-9.38	-17.822	3.105396753
-8.442	-17.822	3.4709985
-7.504	-17.822	2.465990003
-6.566	-17.822	2.536770598
-5.628	-17.822	2.914219574
-4.69	-17.822	2.632886369
-3.752	-17.822	2.632886369
-2.814	-17.822	2.86392176
-1.876	-17.822	2.821952125
-0.938	-17.822	1.704472877
0	-17.822	2.335558197
0.938	-17.822	1.904906595
1.876	-17.822	1.708440086
2.814	-17.822	1.938565706
3.752	-17.822	1.937274525
4.69	-17.822	2.681189725
5.628	-17.822	2.736081866
6.566	-17.822	1.533398702
7.504	-17.822	1.102710174
8.442	-17.822	2.181959593
9.38	-17.822	2.270283589
10.318	-17.822	1.921218167
11.256	-17.822	2.079630727
12.194	-17.822	1.132334822
13.132	-17.822	0.857782181
14.07	-17.822	0
15.008	-17.822	0.024573192
15.946	-17.822	0
16.884	-17.822	0.407993859
17.822	-17.822	0.04776586
18.76	-17.822	0.289668437
19.698	-17.822	0.597643157
20.636	-17.822	0
21.574	-17.822	0.126947644
22.512	-17.822	0.230969149
23.45	-17.822	0
-23.45	-18.76	0
-22.512	-18.76	0.42564656
-21.574	-18.76	0.02769629
-20.636	-18.76	0.081279603
-19.698	-18.76	0
-18.76	-18.76	0.176583848
-17.822	-18.76	0.518072995
-16.884	-18.76	0.518072995
-15.946	-18.76	0
-15.008	-18.76	0
-14.07	-18.76	0.759668478
-13.132	-18.76	0.595150227
-12.194	-18.76	0.723861179
-11.256	-18.76	0.588549309
-10.318	-18.76	1.511986055
-9.38	-18.76	1.748650509
-8.442	-18.76	2.546863177
-7.504	-18.76	2.578543851
-6.566	-18.76	2.533306719
-5.628	-18.76	2.538021047
-4.69	-18.76	2.547293797
-3.752	-18.76	2.409143382
-2.814	-18.76	2.179689909
-1.876	-18.76	1.900503673
-0.938	-18.76	1.704472877
0	-18.76	1.801593921
0.938	-18.76	1.579759238
1.876	-18.76	1.433904283
2.814	-18.76	1.553456741
3.752	-18.76	1.909428795
4.69	-18.76	2.265602927
5.628	-18.76	1.782397387
6.566	-18.76	1.472017139
7.504	-18.76	1.593241658
8.442	-18.76	1.455182002
9.38	-18.76	1.523134994
10.318	-18.76	2.029008945
11.256	-18.76	1.882451498
12.194	-18.76	0.89612397
13.132	-18.76	0.542456722
14.07	-18.76	0.37767365
15.008	-18.76	0
15.946	-18.76	0
16.884	-18.76	0
17.822	-18.76	0
18.76	-18.76	0
19.698	-18.76	0
20.636	-18.76	0
21.574	-18.76	0.015155948
22.512	-18.76	0.037741294
23.45	-18.76	0.259126728
-23.45	-19.698	0
-22.512	-19.698	0
-21.574	-19.698	0
-20.636	-19.698	0.290675787
-19.698	-19.698	0
-18.76	-19.698	0.074284724
-17.822	-19.698	0.011981935
-16.884	-19.698	0.138708786
-15.946	-19.698	0.663789438
-15.008	-19.698	0.342612996
-14.07	-19.698	0.071666686
-13.132	-19.698	0.200523399
-12.194	-19.698	0.535276694
-11.256	-19.698	1.09443403
-10.318	-19.698	1.278041226
-9.38	-19.698	1.686436761
-8.442	-19.698	2.723108771
-7.504	-19.698	2.03508117
-6.566	-19.698	2.917348439
-5.628	-19.698	2.130576412
-4.69	-19.698	2.164276585
-3.752	-19.698	2.440694677
-2.814	-19.698	2.042993392
-1.876	-19.698	1.617891993
-0.938	-19.698	1.61833552
0	-19.698	1.65569051
0.938	-19.698	1.21307623
1.876	-19.698	0.95004976
2.814	-19.698	1.407363368
3.752	-19.698	1.601563789
4.69	-19.698	1.722557964
5.628	-19.698	1.522539419
6.566	-19.698	0.727655587
7.504	-19.698	0.95904933
8.442	-19.698	1.510991638
9.38	-19.698	1.732489706
10.318	-19.698	1.439551033
11.256	-19.698	1.461710671
12.194	-19.698	1.24581869
13.132	-19.698	0.210687317
14.07	-19.698	0.216603234
15.008	-19.698	0.239269884
15.946	-19.698	0
16.884	-19.698	0
17.822	-19.698	0
18.76	-19.698	0
19.698	-19.698	0.078857917
20.636	-19.698	0
21.574	-19.698	0.103033486
22.512	-19.698	0
23.45	-19.698	0
-23.45	-20.636	0
-22.512	-20.636	0
-21.574	-20.636	0
-20.636	-20.636	0.036113902
-19.698	-20.636	0
-18.76	-20.636	0
-17.822	-20.636	0
-16.884	-20.636	0.400087033
-15.946	-20.636	0.478202227
-15.008	-20.636	0.605490093
-14.07	-20.636	0.69191742
-13.132	-20.636	0.203663654
-12.194	-20.636	0.468849373
-11.256	-20.636	0.349973273
-10.318	-20.636	1.122859919
-9.38	-20.636	0.78272337
-8.442	-20.636	1.902927478
-7.504	-20.636	2.03508117
-6.566	-20.636	1.693830665
-5.628	-20.636	1.851844605
-4.69	-20.636	1.565674219
-3.752	-20.636	2.070612045
-2.814	-20.636	1.274928318
-1.876	-20.636	1.27822251
-0.938	-20.636	1.157426127
0	-20.636	0.957650255
0.938	-20.636	1.084209979
1.876	-20.636	1.027350671
2.814	-20.636	0.649987536
3.752	-20.636	0.807044798
4.69	-20.636	1.061270833
5.628	-20.636	1.215088874
6.566	-20.636	0.961114499
7.504	-20.636	0.893871914
8.442	-20.636	0.729953609
9.38	-20.636	0.75508238
10.318	-20.636	1.13586269
11.256	-20.636	0.648882302
12.194	-20.636	0.888106326
13.132	-20.636	0
14.07	-20.636	0.104763437
15.008	-20.636	0.022813486
15.946	-20.636	0
16.884	-20.636	0
17.822	-20.636	0.02048498
18.76	-20.636	0
19.698	-20.636	0.165244222
20.636	-20.636	0
21.574	-20.636	0.181185242
22.512	-20.636	0
23.45	-20.636	0.241835775
-23.45	-21.574	0.05862504
-22.512	-21.574	0
-21.574	-21.574	0
-20.636	-21.574	0.048052501
-19.698	-21.574	0.519893918
-18.76	-21.574	0
-17.822	-21.574	0
-16.884	-21.574	0.151802395
-15.946	-21.574	0.111645824
-15.008	-21.574	0.138288332
-14.07	-21.574	0.050409246
