x (µm)	y (µm)	n (1/µm^2)
17.822	15.008	0.2909581
18.76	15.008	0.29461524
19.698	15.008	0.742384634
20.636	15.008	0.22425023
21.574	15.008	0.281301812
22.512	15.008	0
23.45	15.008	0.424426447
-23.45	14.07	0
-22.512	14.07	0
-21.574	14.07	0
-20.636	14.07	0
-19.698	14.07	0
-18.76	14.07	0.136205906
-17.822	14.07	0.299453409
-16.884	14.07	0.556986072
-15.946	14.07	0.612936092
-15.008	14.07	0.1332966
-14.07	14.07	0
-13.132	14.07	0.133716772
-12.194	14.07	0.850407539
-11.256	14.07	1.522930973
-10.318	14.07	2.784518876
-9.38	14.07	3.422538053
-8.442	14.07	2.776851906
-7.504	14.07	2.933928276
-6.566	14.07	3.396949168
-5.628	14.07	3.629473341
-4.69	14.07	4.073135746
-3.752	14.07	2.827146006
-2.814	14.07	3.653522918
-1.876	14.07	3.929750369
-0.938	14.07	4.738153451
0	14.07	4.631565599
0.938	14.07	3.922881583
1.876	14.07	4.135403537
2.814	14.07	4.23695581
3.752	14.07	3.271071626
4.69	14.07	3.470315255
5.628	14.07	4.084034913
6.566	14.07	3.588054708
7.504	14.07	3.401160132
8.442	14.07	3.216829712
9.38	14.07	3.287386381
10.318	14.07	3.088070689
11.256	14.07	2.892295553
12.194	14.07	1.534212165
13.132	14.07	0.352635971
14.07	14.07	0
15.008	14.07	0.20038655
15.946	14.07	0.127072636
16.884	14.07	0.169906879
17.822	14.07	0
18.76	14.07	0
19.698	14.07	0.384975968
20.636	14.07	0.576920196
21.574	14.07	0.834644075
22.512	14.07	0.102529989
23.45	14.07	0.033582587
-23.45	13.132	0.203254695
-22.512	13.132	0.336046806
-21.574	13.132	0
-20.636	13.132	0.145571168
-19.698	13.132	0.24223651
-18.76	13.132	0.79915013
-17.822	13.132	0.215084226
-16.884	13.132	0
-15.946	13.132	0
-15.008	13.132	0.341062256
-14.07	13.132	0.828739471
-13.132	13.132	0.065115573
-12.194	13.132	0.938683507
-11.256	13.132	1.758573868
-10.318	13.132	3.400847857
-9.38	13.132	3.809005424
-8.442	13.132	3.216849319
-7.504	13.132	3.92644058
-6.566	13.132	3.746447724
-5.628	13.132	4.066342377
-4.69	13.132	3.625196552
-3.752	13.132	3.670749587
-2.814	13.132	3.17205189
-1.876	13.132	4.064501277
-0.938	13.132	3.759745465
0	13.132	3.868795467
0.938	13.132	3.993108492
1.876	13.132	3.780966887
2.814	13.132	3.562317409
3.752	13.132	3.314868356
4.69	13.132	3.191073867
5.628	13.132	3.870153513
6.566	13.132	3.79808283
7.504	13.132	3.338961689
8.442	13.132	3.58134936
9.38	13.132	3.180385267
10.318	13.132	3.088070689
11.256	13.132	2.71310225
12.194	13.132	1.543023569
13.132	13.132	0.434082823
14.07	13.132	0.071525871
15.008	13.132	0.621035619
15.946	13.132	0.183635581
16.884	13.132	0.294722111
17.822	13.132	0.517276566
18.76	13.132	0.005647421
19.698	13.132	0
20.636	13.132	0.00076659
21.574	13.132	0.445598538
22.512	13.132	0.290463595
23.45	13.132	0.08995394
-23.45	12.194	0
-22.512	12.194	0.058813495
-21.574	12.194	0
-20.636	12.194	0.169696271
-19.698	12.194	0.084007583
-18.76	12.194	0.512992875
-17.822	12.194	0
-16.884	12.194	0.287039127
-15.946	12.194	0
-15.008	12.194	0
-14.07	12.194	0.614406379
-13.132	12.194	0.497370117
-12.194	12.194	1.104315273
-11.256	12.194	1.344356767
-10.318	12.194	2.901674256
-9.38	12.194	3.218211821
-8.442	12.194	2.994221704
-7.504	12.194	3.342521196
-6.566	12.194	4.118692135
-5.628	12.194	4.296873132
-4.69	12.194	3.378749216
-3.752	12.194	3.560786844
-2.814	12.194	3.65536856
-1.876	12.194	3.33551066
-0.938	12.194	3.875178673
0	12.194	3.872630666
0.938	12.194	3.449421705
1.876	12.194	2.974288269
2.814	12.194	3.562835393
3.752	12.194	4.308605656
4.69	12.194	3.222251964
5.628	12.194	3.216123888
6.566	12.194	3.64129066
7.504	12.194	4.066376711
8.442	12.194	3.632370355
9.38	12.194	3.085355064
10.318	12.194	2.868227961
11.256	12.194	2.208298472
12.194	12.194	1.300342742
13.132	12.194	0.551822114
14.07	12.194	0.034648755
15.008	12.194	0.241255927
15.946	12.194	0.627517659
16.884	12.194	0.293263757
17.822	12.194	0.168574061
18.76	12.194	0.40935486
19.698	12.194	0.630236539
20.636	12.194	0.413603259
21.574	12.194	0.187512898
22.512	12.194	0.310114461
23.45	12.194	0.413718752
-23.45	11.256	0.092324053
-22.512	11.256	0.177713654
-21.574	11.256	0
-20.636	11.256	0.264571362
-19.698	11.256	0.042197629
-18.76	11.256	0.584403495
-17.822	11.256	0.026147855
-16.884	11.256	0.630729588
-15.946	11.256	0.039419051
-15.008	11.256	0.277459726
-14.07	11.256	0.071263416
-13.132	11.256	0.366649767
-12.194	11.256	0.845478173
-11.256	11.256	1.756442625
-10.318	11.256	2.443690726
-9.38	11.256	2.402479286
-8.442	11.256	3.362917218
-7.504	11.256	4.1537536
-6.566	11.256	4.49996953
-5.628	11.256	3.611056711
-4.69	11.256	3.471057025
-3.752	11.256	3.059617309
-2.814	11.256	2.799634535
-1.876	11.256	3.238589425
-0.938	11.256	2.763872806
0	11.256	3.891521078
0.938	11.256	3.413384199
1.876	11.256	2.750157537
2.814	11.256	3.72043902
3.752	11.256	4.308605656
4.69	11.256	4.45144487
5.628	11.256	3.350829703
6.566	11.256	2.858480007
7.504	11.256	3.51321552
8.442	11.256	2.826346304
9.38	11.256	3.673663281
10.318	11.256	3.086940017
11.256	11.256	1.614767589
12.194	11.256	1.212789742
13.132	11.256	0.102067962
14.07	11.256	0.222085499
15.008	11.256	0
15.946	11.256	0.208116027
16.884	11.256	0.516862763
17.822	11.256	0.241564411
18.76	11.256	0.342530189
19.698	11.256	0.590229519
20.636	11.256	0.436669192
21.574	11.256	0.308644715
22.512	11.256	0.522170032
23.45	11.256	0.267015289
-23.45	10.318	0
-22.512	10.318	0.062432735
-21.574	10.318	0
-20.636	10.318	0
-19.698	10.318	0.279316986
-18.76	10.318	0
-17.822	10.318	0.064100846
-16.884	10.318	0.293296088
-15.946	10.318	0
-15.008	10.318	0.348230884
-14.07	10.318	0
-13.132	10.318	0.460369314
-12.194	10.318	1.351805859
-11.256	10.318	1.350779913
-10.318	10.318	2.789632343
-9.38	10.318	3.198066323
-8.442	10.318	3.388997604
-7.504	10.318	3.841305344
-6.566	10.318	3.83458094
-5.628	10.318	3.776474671
-4.69	10.318	3.867564276
-3.752	10.318	3.998839412
-2.814	10.318	3.011973062
-1.876	10.318	3.652554177
-0.938	10.318	4.237481602
0	10.318	3.514686159
0.938	10.318	3.657014817
1.876	10.318	3.550409862
2.814	10.318	3.428962022
3.752	10.318	3.916054813
4.69	10.318	3.911767669
5.628	10.318	4.015636501
6.566	10.318	3.315046075
7.504	10.318	3.461796986
8.442	10.318	3.000662395
9.38	10.318	2.672670607
10.318	10.318	2.463270749
11.256	10.318	2.265738927
12.194	10.318	1.270448781
13.132	10.318	1.270448781
14.07	10.318	0.158533839
15.008	10.318	0
15.946	10.318	0.081024566
16.884	10.318	0.226464485
17.822	10.318	0
18.76	10.318	0.355198219
19.698	10.318	0.046631201
20.636	10.318	0.361441755
21.574	10.318	0
22.512	10.318	0.44614351
23.45	10.318	0.430756822
-23.45	9.38	0.080648402
-22.512	9.38	0.103881978
-21.574	9.38	0.293901734
-20.636	9.38	0
-19.698	9.38	0.221676256
-18.76	9.38	0.095159344
-17.822	9.38	0.092791772
-16.884	9.38	0.189269262
-15.946	9.38	0.551092084
-15.008	9.38	0
-14.07	9.38	0
-13.132	9.38	0.523113303
-12.194	9.38	1.034382889
-11.256	9.38	2.281976579
-10.318	9.38	2.88719432
-9.38	9.38	3.660326346
-8.442	9.38	3.93516914
-7.504	9.38	3.204508627
-6.566	9.38	3.823158485
-5.628	9.38	2.465265802
-4.69	9.38	3.803609994
-3.752	9.38	3.108458478
-2.814	9.38	3.432964562
-1.876	9.38	3.139037233
-0.938	9.38	4.429591024
0	9.38	4.429591024
0.938	9.38	3.743490954
1.876	9.38	3.692988408
2.814	9.38	3.521843072
3.752	9.38	3.782058663
4.69	9.38	2.941033963
5.628	9.38	3.446873847
6.566	9.38	3.588335153
7.504	9.38	3.580678889
8.442	9.38	2.411100663
9.38	9.38	2.86848065
10.318	9.38	2.603974073
11.256	9.38	2.68378206
12.194	9.38	1.79373789
13.132	9.38	0.79181466
14.07	9.38	0.188877335
15.008	9.38	0
15.946	9.38	0.326576638
16.884	9.38	0.699503828
17.822	9.38	0
18.76	9.38	0
19.698	9.38	0.107733911
20.636	9.38	0.091550476
21.574	9.38	0.083833599
22.512	9.38	0.238857018
23.45	9.38	0.050354743
-23.45	8.442	0
-22.512	8.442	0
-21.574	8.442	0.15124094
-20.636	8.442	0.058949416
-19.698	8.442	0.381937732
-18.76	8.442	0
-17.822	8.442	0.584204971
-16.884	8.442	0.03850864
-15.946	8.442	0.470689622
-15.008	8.442	0.282734406
-14.07	8.442	0.30609362
-13.132	8.442	0.30609362
-12.194	8.442	0.831482857
-11.256	8.442	1.611291096
-10.318	8.442	2.637766426
-9.38	8.442	2.747210358
-8.442	8.442	3.437951504
-7.504	8.442	3.597434174
-6.566	8.442	3.873477816
-5.628	8.442	3.327201367
-4.69	8.442	3.60284068
-3.752	8.442	3.555039118
-2.814	8.442	3.293966149
-1.876	8.442	3.524159249
-0.938	8.442	4.309444869
0	8.442	4.087538696
0.938	8.442	3.833111764
1.876	8.442	4.524157929
2.814	8.442	4.005712017
3.752	8.442	2.906498991
4.69	8.442	3.300542988
5.628	8.442	3.02359783
6.566	8.442	3.574948775
7.504	8.442	3.985764587
8.442	8.442	3.690369335
9.38	8.442	3.035418714
10.318	8.442	2.694612601
11.256	8.442	2.285411205
12.194	8.442	1.598799273
13.132	8.442	0.771144135
14.07	8.442	0
15.008	8.442	0.215850294
15.946	8.442	0.240577358
16.884	8.442	0.161828576
17.822	8.442	0.592383425
18.76	8.442	0.099941139
19.698	8.442	0
20.636	8.442	0.745696568
21.574	8.442	0.464529616
22.512	8.442	0.097649856
23.45	8.442	0.340101621
-23.45	7.504	0.269968685
-22.512	7.504	0
-21.574	7.504	0.361676087
-20.636	7.504	0.526893982
-19.698	7.504	0.153511347
-18.76	7.504	0.363713816
-17.822	7.504	0
-16.884	7.504	0
-15.946	7.504	0.304287067
-15.008	7.504	0.188525612
-14.07	7.504	0.131557677
-13.132	7.504	0.25934121
-12.194	7.504	0.997909893
-11.256	7.504	1.757518888
-10.318	7.504	2.398483154
-9.38	7.504	2.690128831
-8.442	7.504	3.360826908
-7.504	7.504	3.152858709
-6.566	7.504	3.257342755
-5.628	7.504	4.049855017
-4.69	7.504	3.719944506
-3.752	7.504	3.096959885
-2.814	7.504	3.312310631
-1.876	7.504	4.649030655
-0.938	7.504	4.516702025
0	7.504	3.845996647
0.938	7.504	4.658653177
1.876	7.504	3.312514535
2.814	7.504	3.590289569
3.752	7.504	2.893484199
4.69	7.504	4.01719775
5.628	7.504	3.75873282
6.566	7.504	3.676529441
7.504	7.504	4.258576361
8.442	7.504	3.755807922
9.38	7.504	3.464173471
10.318	7.504	3.065804876
11.256	7.504	2.964418332
12.194	7.504	1.754877704
13.132	7.504	0.999581598
14.07	7.504	0.169804384
15.008	7.504	0.190738833
15.946	7.504	0.152518409
16.884	7.504	0.179393083
17.822	7.504	0
18.76	7.504	0.141216694
19.698	7.504	0.288487984
20.636	7.504	0.566999556
21.574	7.504	0
22.512	7.504	0
23.45	7.504	0.338002599
-23.45	6.566	0.058793251
-22.512	6.566	0.189340591
-21.574	6.566	0
-20.636	6.566	0.248512426
-19.698	6.566	0.099574106
-18.76	6.566	0
-17.822	6.566	0
-16.884	6.566	0
-15.946	6.566	0.114811727
-15.008	6.566	0
-14.07	6.566	0.200238619
-13.132	6.566	0.106332982
-12.194	6.566	1.068659363
-11.256	6.566	2.063656278
-10.318	6.566	2.33620191
-9.38	6.566	2.904989243
-8.442	6.566	2.951461704
-7.504	6.566	3.525264435
-6.566	6.566	4.317265462
-5.628	6.566	4.729937145
-4.69	6.566	4.630628136
-3.752	6.566	4.176181959
-2.814	6.566	3.207151976
-1.876	6.566	3.787438941
-0.938	6.566	5.032251899
0	6.566	4.681426915
0.938	6.566	3.274292035
1.876	6.566	4.843108329
2.814	6.566	3.98851514
3.752	6.566	4.00152223
4.69	6.566	4.456837753
5.628	6.566	3.883943328
6.566	6.566	3.941902372
7.504	6.566	3.918956538
8.442	6.566	4.196964612
9.38	6.566	3.35352345
10.318	6.566	3.146080491
11.256	6.566	2.280607637
12.194	6.566	1.781839155
13.132	6.566	0.81195026
14.07	6.566	0.191496375
15.008	6.566	0.381666972
15.946	6.566	0.605761706
16.884	6.566	0.180764008
17.822	6.566	0.067878245
18.76	6.566	0.115087209
19.698	6.566	0.199912038
20.636	6.566	0.554829815
21.574	6.566	0.367109904
22.512	6.566	0.485339172
23.45	6.566	0.310785749
-23.45	5.628	0
-22.512	5.628	0
-21.574	5.628	0.165675089
-20.636	5.628	0.251062634
-19.698	5.628	0.511604318
-18.76	5.628	0.480690249
-17.822	5.628	0
-16.884	5.628	0.270690777
-15.946	5.628	0.306215626
-15.008	5.628	0.228864375
-14.07	5.628	0.25162306
-13.132	5.628	0.384075
-12.194	5.628	1.25772349
-11.256	5.628	2.091897637
-10.318	5.628	2.884545602
-9.38	5.628	2.904989243
-8.442	5.628	4.672517432
-7.504	5.628	4.193858835
-6.566	5.628	4.331141728
-5.628	5.628	4.70125827
-4.69	5.628	4.560433312
-3.752	5.628	5.207712306
-2.814	5.628	4.491708746
-1.876	5.628	4.785329784
-0.938	5.628	3.168420871
0	5.628	4.401672382
0.938	5.628	4.304730606
1.876	5.628	4.037066453
2.814	5.628	3.692730923
3.752	5.628	4.557393656
4.69	5.628	4.401202186
5.628	5.628	4.29845348
6.566	5.628	4.908263882
7.504	5.628	3.609374994
8.442	5.628	3.932606088
9.38	5.628	4.582168325
10.318	5.628	3.139145774
11.256	5.628	2.247601978
12.194	5.628	1.45159631
13.132	5.628	0.761667157
14.07	5.628	0
15.008	5.628	0.340606339
15.946	5.628	0
16.884	5.628	0.191416535
17.822	5.628	0
18.76	5.628	0
19.698	5.628	0.525169378
20.636	5.628	0.309186851
21.574	5.628	0.540415569
22.512	5.628	0.62309569
23.45	5.628	0.169391092
-23.45	4.69	0
-22.512	4.69	0.161929348
-21.574	4.69	0.317339167
-20.636	4.69	0.276344422
-19.698	4.69	0.047048216
-18.76	4.69	0
-17.822	4.69	0.194961476
-16.884	4.69	0.280701714
-15.946	4.69	0
-15.008	4.69	0.106999231
-14.07	4.69	0.166042158
-13.132	4.69	0.276189083
-12.194	4.69	1.084244735
-11.256	4.69	2.223746735
-10.318	4.69	3.269789506
-9.38	4.69	4.05465153
-8.442	4.69	3.823156533
-7.504	4.69	3.87926412
-6.566	4.69	3.898562935
-5.628	4.69	4.256042975
-4.69	4.69	3.895445953
-3.752	4.69	5.407039669
-2.814	4.69	4.526740418
-1.876	4.69	4.316496063
-0.938	4.69	4.558924943
0	4.69	4.758016127
0.938	4.69	4.436943544
1.876	4.69	4.055358754
2.814	4.69	3.579996067
3.752	4.69	4.145955245
4.69	4.69	3.457805862
5.628	4.69	4.078108747
6.566	4.69	4.305808249
7.504	4.69	3.606834775
8.442	4.69	3.518243883
9.38	4.69	3.620823678
10.318	4.69	3.761887743
11.256	4.69	2.280081272
12.194	4.69	1.015023453
13.132	4.69	0.167999759
14.07	4.69	0
15.008	4.69	0.406905914
15.946	4.69	0
16.884	4.69	0.202578603
17.822	4.69	0
18.76	4.69	0.391311024
19.698	4.69	0
20.636	4.69	0.441177194
21.574	4.69	0.591219461
22.512	4.69	0.306125868
23.45	4.69	0.307584068
-23.45	3.752	0.202264675
-22.512	3.752	0.052166588
-21.574	3.752	0.445256268
-20.636	3.752	0.334641692
-19.698	3.752	0.260993387
-18.76	3.752	0.258520693
-17.822	3.752	0
-16.884	3.752	0.180538055
-15.946	3.752	0
-15.008	3.752	0.048468028
-14.07	3.752	1.175270403
-13.132	3.752	0.800172686
-12.194	3.752	1.879667778
-11.256	3.752	2.405997328
-10.318	3.752	3.443140462
-9.38	3.752	4.247076453
-8.442	3.752	3.939690343
-7.504	3.752	3.645370782
-6.566	3.752	3.979077574
-5.628	3.752	4.782679305
-4.69	3.752	3.48793908
-3.752	3.752	4.180588361
-2.814	3.752	3.772592703
-1.876	3.752	4.729429814
-0.938	3.752	4.725458976
0	3.752	4.321532618
0.938	3.752	4.248226838
1.876	3.752	4.063602689
2.814	3.752	4.603423254
3.752	3.752	4.199755017
4.69	3.752	4.64721417
5.628	3.752	4.085636651
6.566	3.752	4.957820688
7.504	3.752	2.964897397
8.442	3.752	3.676048168
9.38	3.752	3.845112956
10.318	3.752	2.895584015
11.256	3.752	2.120850061
12.194	3.752	0.95175177
13.132	3.752	0.074995563
14.07	3.752	0.172636417
15.008	3.752	0.349848938
15.946	3.752	0.349848938
16.884	3.752	0.282191989
17.822	3.752	0
18.76	3.752	0.07293483
19.698	3.752	0
20.636	3.752	0
21.574	3.752	0.128588567
22.512	3.752	0.190694528
23.45	3.752	0.20265551
-23.45	2.814	0.452988927
-22.512	2.814	0.066355538
-21.574	2.814	0.155251885
-20.636	2.814	0.135810316
-19.698	2.814	0
-18.76	2.814	0.50528983
-17.822	2.814	0.314323764
-16.884	2.814	0
-15.946	2.814	0.123350135
-15.008	2.814	0.317214069
-14.07	2.814	0.278718207
-13.132	2.814	0.446151498
-12.194	2.814	1.665544543
-11.256	2.814	2.426582613
-10.318	2.814	3.264747858
-9.38	2.814	3.474899269
-8.442	2.814	3.315870922
-7.504	2.814	4.237008945
-6.566	2.814	3.987435121
-5.628	2.814	4.549436703
-4.69	2.814	3.402514443
-3.752	2.814	5.407928029
-2.814	2.814	4.754556991
-1.876	2.814	4.506176672
-0.938	2.814	5.084046707
0	2.814	4.228017044
0.938	2.814	4.590348472
1.876	2.814	4.185015559
2.814	2.814	4.185015559
3.752	2.814	4.097944367
4.69	2.814	4.61734718
5.628	2.814	4.565352732
6.566	2.814	4.008594729
7.504	2.814	4.485889126
8.442	2.814	3.32925329
9.38	2.814	3.312126885
10.318	2.814	3.443771676
11.256	2.814	2.914566141
12.194	2.814	2.345078544
13.132	2.814	0.602334424
14.07	2.814	0.141155455
15.008	2.814	0
15.946	2.814	0.620225996
16.884	2.814	0.370175029
17.822	2.814	0
18.76	2.814	0.021715577
19.698	2.814	0
20.636	2.814	0
21.574	2.814	0.218794397
22.512	2.814	0.130259156
23.45	2.814	0
-23.45	1.876	0.170707735
-22.512	1.876	0.357006237
-21.574	1.876	0.03918675
-20.636	1.876	0.083685473
-19.698	1.876	0
-18.76	1.876	0.021093188
-17.822	1.876	0.239812171
-16.884	1.876	0.162917466
-15.946	1.876	0
-15.008	1.876	0.120918898
-14.07	1.876	0.414458826
-13.132	1.876	0.285236201
-12.194	1.876	1.744126632
-11.256	1.876	1.744126632
-10.318	1.876	2.475507548
-9.38	1.876	3.507027858
-8.442	1.876	3.062142154
-7.504	1.876	3.717996244
-6.566	1.876	4.053503776
-5.628	1.876	4.579565846
-4.69	1.876	4.355966179
-3.752	1.876	5.014725346
-2.814	1.876	5.554262452
-1.876	1.876	4.32378471
-0.938	1.876	4.771633931
0	1.876	5.944674094
0.938	1.876	5.806694798
1.876	1.876	4.792275513
2.814	1.876	4.614190007
3.752	1.876	4.561457396
4.69	1.876	5.192534312
5.628	1.876	4.895426214
6.566	1.876	3.837069
7.504	1.876	5.004795557
8.442	1.876	3.734092092
9.38	1.876	4.058667439
10.318	1.876	3.587310688
11.256	1.876	3.744226868
12.194	1.876	1.590909439
13.132	1.876	0.84733164
14.07	1.876	0
15.008	1.876	0
15.946	1.876	0.214283267
16.884	1.876	0.256731286
17.822	1.876	0
18.76	1.876	0.392727765
19.698	1.876	0
20.636	1.876	0.626125195
21.574	1.876	0
22.512	1.876	0
23.45	1.876	0.081224638
-23.45	0.938	0
-22.512	0.938	0
-21.574	0.938	0.290865193
-20.636	0.938	0
-19.698	0.938	0.153091021
-18.76	0.938	0
-17.822	0.938	0.260513575
-16.884	0.938	0.351508078
-15.946	0.938	0.575189896
-15.008	0.938	0.146729917
-14.07	0.938	0.268867388
-13.132	0.938	0.383261185
-12.194	0.938	0.745529327
-11.256	0.938	1.816115714
-10.318	0.938	2.4461119
-9.38	0.938	3.143881152
-8.442	0.938	3.245516735
-7.504	0.938	3.948214638
-6.566	0.938	3.917827797
-5.628	0.938	5.28156149
-4.69	0.938	4.609347234
-3.752	0.938	4.314347992
-2.814	0.938	4.31866841
-1.876	0.938	4.19675691
-0.938	0.938	3.995891893
0	0.938	4.370561892
0.938	0.938	4.425443678
1.876	0.938	3.844835482
2.814	0.938	4.770300119
3.752	0.938	4.774656102
4.69	0.938	4.567856537
5.628	0.938	4.375864208
6.566	0.938	5.025251166
7.504	0.938	3.937739152
8.442	0.938	3.608331261
9.38	0.938	3.450225396
10.318	0.938	3.671614562
11.256	0.938	2.984993452
12.194	0.938	2.203648961
13.132	0.938	1.054009568
14.07	0.938	0
15.008	0.938	0
15.946	0.938	0.299762565
16.884	0.938	0.659209851
17.822	0.938	0
18.76	0.938	0
19.698	0.938	0
20.636	0.938	0.288133589
21.574	0.938	0.276860304
22.512	0.938	0
23.45	0.938	0.47417574
-23.45	0	0.116356301
-22.512	0	0
-21.574	0	0
-20.636	0	0
-19.698	0	0
-18.76	0	0.165063257
-17.822	0	0.0951839
-16.884	0	0
-15.946	0	0.272197907
-15.008	0	0.357113115
-14.07	0	0.386450241
-13.132	0	0.294231323
-12.194	0	1.035046819
-11.256	0	1.721050486
-10.318	0	3.112095099
-9.38	0	3.724272563
-8.442	0	4.12203214
-7.504	0	3.29334372
-6.566	0	4.697122
-5.628	0	3.991006383
-4.69	0	4.953386955
-3.752	0	4.292989764
-2.814	0	4.349733064
-1.876	0	3.909306643
-0.938	0	3.65725766
0	0	3.466872459
0.938	0	4.572048531
1.876	0	4.38521473
2.814	0	5.020773507
3.752	0	4.313678454
4.69	0	3.986014476
5.628	0	4.667853969
6.566	0	4.696668229
7.504	0	4.148837278
8.442	0	4.277239251
9.38	0	3.703170123
10.318	0	3.285946341
11.256	0	2.984993452
12.194	0	1.899890719
13.132	0	0.662047741
14.07	0	0
15.008	0	0
15.946	0	0.073606662
16.884	0	0.109920664
17.822	0	0
18.76	0	0.027501523
19.698	0	0.038355097
20.636	0	0.145669295
21.574	0	0.183017859
22.512	0	0.153571128
23.45	0	0.202510043
-23.45	-0.938	0
-22.512	-0.938	0
-21.574	-0.938	0
-20.636	-0.938	0
-19.698	-0.938	0.469240929
-18.76	-0.938	0.123791192
-17.822	-0.938	0.01485039
-16.884	-0.938	0.245861723
-15.946	-0.938	0
-15.008	-0.938	0.141514442
-14.07	-0.938	0.695129394
-13.132	-0.938	0.386084823
-12.194	-0.938	0.882021644
-11.256	-0.938	1.756048397
-10.318	-0.938	3.29874263
-9.38	-0.938	3.411972593
-8.442	-0.938	3.320419372
-7.504	-0.938	4.223325146
-6.566	-0.938	3.657428567
-5.628	-0.938	3.803832169
-4.69	-0.938	3.957576746
-3.752	-0.938	3.92707485
-2.814	-0.938	3.573847705
-1.876	-0.938	4.69813768
-0.938	-0.938	4.038324976
0	-0.938	4.115698781
0.938	-0.938	4.649460108
1.876	-0.938	5.40058162
2.814	-0.938	5.731860575
3.752	-0.938	5.557249652
4.69	-0.938	3.734531434
5.628	-0.938	4.20998524
6.566	-0.938	3.399335753
7.504	-0.938	4.853673109
8.442	-0.938	3.887337572
9.38	-0.938	3.306103849
10.318	-0.938	2.771074535
11.256	-0.938	2.488439179
12.194	-0.938	1.199566465
13.132	-0.938	0.416232706
14.07	-0.938	0.240811361
15.008	-0.938	0
15.946	-0.938	0
16.884	-0.938	0.058206467
17.822	-0.938	0
18.76	-0.938	0
19.698	-0.938	0.769916816
20.636	-0.938	0.267670698
21.574	-0.938	0
22.512	-0.938	0.246056169
23.45	-0.938	0.171953998
-23.45	-1.876	0.226469996
-22.512	-1.876	0.206844854
-21.574	-1.876	0.399444477
-20.636	-1.876	0.139012387
-19.698	-1.876	0
-18.76	-1.876	0.367296182
-17.822	-1.876	0.495044101
-16.884	-1.876	0
-15.946	-1.876	0
-15.008	-1.876	0.390477253
-14.07	-1.876	0.004141081
-13.132	-1.876	0.604664898
-12.194	-1.876	1.84226637
-11.256	-1.876	2.56124637
-10.318	-1.876	3.000008093
-9.38	-1.876	3.507322181
-8.442	-1.876	3.362947011
-7.504	-1.876	4.106066032
-6.566	-1.876	3.274999599
-5.628	-1.876	4.286482399
-4.69	-1.876	3.946610142
-3.752	-1.876	4.168508973
-2.814	-1.876	4.426507995
-1.876	-1.876	4.133410543
-0.938	-1.876	4.456339292
0	-1.876	4.312922509
0.938	-1.876	4.501050907
1.876	-1.876	4.887779753
2.814	-1.876	4.974581873
3.752	-1.876	4.793681559
4.69	-1.876	3.843265574
5.628	-1.876	4.118884856
6.566	-1.876	4.529512361
7.504	-1.876	3.981184605
8.442	-1.876	4.619813086
9.38	-1.876	3.105566599
10.318	-1.876	2.903176513
11.256	-1.876	2.23539111
12.194	-1.876	1.071065778
13.132	-1.876	0.111975748
14.07	-1.876	0
15.008	-1.876	0
15.946	-1.876	0
16.884	-1.876	0
17.822	-1.876	0
18.76	-1.876	0
19.698	-1.876	0.361945869
20.636	-1.876	0.025876274
21.574	-1.876	0.16423766
22.512	-1.876	0
23.45	-1.876	0
-23.45	-2.814	0.061647484
-22.512	-2.814	0
-21.574	-2.814	0
-20.636	-2.814	0.136843153
-19.698	-2.814	0.194546864
-18.76	-2.814	0.21026592
-17.822	-2.814	0.453143142
-16.884	-2.814	0.249814368
-15.946	-2.814	0.745540064
-15.008	-2.814	0
-14.07	-2.814	0.172247316
-13.132	-2.814	0.70537166
-12.194	-2.814	1.594021944
-11.256	-2.814	3.17890824
-10.318	-2.814	3.781859448
-9.38	-2.814	4.410091128
-8.442	-2.814	3.725227851
-7.504	-2.814	3.874643692
-6.566	-2.814	4.173092181
-5.628	-2.814	4.009678016
-4.69	-2.814	3.717030473
-3.752	-2.814	4.143614623
-2.814	-2.814	4.23577143
-1.876	-2.814	4.087813369
-0.938	-2.814	4.537140063
0	-2.814	4.519964492
0.938	-2.814	4.569393723
1.876	-2.814	5.098596755
2.814	-2.814	4.698839981
3.752	-2.814	4.596743073
4.69	-2.814	3.843265574
5.628	-2.814	4.571119174
6.566	-2.814	6.195759895
7.504	-2.814	4.06273173
8.442	-2.814	4.235871716
9.38	-2.814	3.4051221
10.318	-2.814	2.02311983
11.256	-2.814	1.641897761
12.194	-2.814	0.56298679
13.132	-2.814	0
14.07	-2.814	0
15.008	-2.814	0.042792469
15.946	-2.814	0
16.884	-2.814	0
17.822	-2.814	0
18.76	-2.814	0
19.698	-2.814	0.136732036
20.636	-2.814	0
21.574	-2.814	0
22.512	-2.814	0
23.45	-2.814	0
-23.45	-3.752	0
-22.512	-3.752	0.455883404
-21.574	-3.752	0.373735491
-20.636	-3.752	0.431317766
-19.698	-3.752	0.153705526
-18.76	-3.752	0
-17.822	-3.752	0.039242635
-16.884	-3.752	0.109140001
-15.946	-3.752	0
-15.008	-3.752	0.2795231
-14.07	-3.752	0.324574405
-13.132	-3.752	0.413017942
-12.194	-3.752	2.150086134
-11.256	-3.752	2.855830801
-10.318	-3.752	3.973453603
-9.38	-3.752	3.916272659
-8.442	-3.752	4.053217983
-7.504	-3.752	4.169617597
-6.566	-3.752	3.721044855
-5.628	-3.752	4.485883439
-4.69	-3.752	4.303879084
-3.752	-3.752	4.482400452
-2.814	-3.752	3.418462854
-1.876	-3.752	3.835564196
